Datetime,close,high,low,open,volume,EMA_8,EMA_13,EMA_21,Supertrend,VWAP,RSI,Parabolic_SAR,Trend_Long,Trend_Short,MACD,MACD_Signal,Time,Buy_Signal,Sell_Signal,EMA Crossed for sell,EMA Crossed for buy,MACD Indication,Buy_Confirmed,Sell_Confirmed,Square_Off,Entry_Price,Exit_Price,Profit/Loss
2025-02-17 10:05:00,502.70001220703125,504.20001220703125,499.54998779296875,499.79998779296875,255193,501.32523371374907,500.7803022994499,500.13607179945166,1,501.00920460329064,,496.5442252052844,True,False,,,10:05:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:10:00,498.79998779296875,502.29998779296875,498.20001220703125,502.25,242474,500.76406795357565,500.49740022709545,500.01460961704413,1,500.95302832124617,,496.99845595293243,False,False,,,10:10:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:15:00,501.6499938964844,501.8500061035156,497.79998779296875,498.6000061035156,269527,500.9609403853332,500.6620564655796,500.16328091517505,1,500.92816058817044,,497.4345174706745,True,False,,,10:15:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:20:00,500.6499938964844,503.70001220703125,500.04998779296875,501.3500061035156,194930,500.891841165589,500.66033324142313,500.20752754983954,1,500.94617310253216,,497.79998779296875,False,False,,,10:20:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:25:00,502.5,502.5,499.1000061035156,500.75,137127,501.2492097954581,500.9231427783627,500.41593413621774,1,500.95584007235993,54.69064373983405,497.79998779296875,True,False,,,10:25:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:30:00,502.0,502.70001220703125,500.54998779296875,502.70001220703125,108908,501.4160520631341,501.07697952431096,500.5599401238343,1,500.9700802573349,53.636633746258795,498.20398803710935,True,False,,,10:30:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:35:00,504.95001220703125,506.75,501.8500061035156,502.0,372621,502.20137653955567,501.6302699075568,500.95903758594307,1,501.1750868547169,58.694611312045204,498.59182827148436,True,False,,,10:35:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:40:00,503.79998779296875,505.6000061035156,503.6499938964844,505.1000061035156,128644,502.5566234847586,501.94022960547284,501.21730578658173,1,501.2372064339452,56.12410147839144,498.9641548964844,True,False,,,10:40:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:45:00,503.75,504.79998779296875,501.75,504.3500061035156,142774,502.82181826592335,502.19876823326246,501.4475507150743,1,501.2838813694344,56.00928013724865,499.3215884564844,True,False,,,10:45:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:50:00,504.20001220703125,504.8500061035156,504.1000061035156,504.1000061035156,65723,503.12808358616957,502.48466022951516,501.6977744870704,1,501.3139112165516,56.864838533269335,499.66472467408437,True,False,,,10:50:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 10:55:00,502.6000061035156,505.20001220703125,501.45001220703125,504.6000061035156,171253,503.0107330344687,502.5011382115153,501.7797955431108,1,501.3574818486397,52.92370747434765,499.9941354429804,True,False,,,10:55:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 11:00:00,500.29998779296875,503.45001220703125,500.04998779296875,503.0,146915,502.4083452030243,502.186688151723,501.6452675658252,1,501.3556030205117,47.79557649982018,,False,False,,,11:00:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 11:05:00,500.5,501.0,499.04998779296875,500.20001220703125,136730,501.9842684912411,501.94573270147686,501.54115233256834,1,501.3334591416317,48.265041098715976,,False,False,,,11:05:00,False,False,False,True,Sell,False,False,False,,,
2025-02-17 11:10:00,499.20001220703125,501.3999938964844,498.5,500.6499938964844,181587,501.36554487252783,501.5534869165561,501.32832141206495,1,501.29348375430163,45.406892643266026,,False,False,,,11:10:00,False,False,False,False,Sell,False,False,False,,,
2025-02-17 11:15:00,500.0,500.5,499.1000061035156,499.1000061035156,78349,501.06209045641054,501.331560214191,501.20756492005904,1,501.27857506224075,47.4684758748168,,False,False,,,11:15:00,False,True,True,False,Sell,False,False,False,,,
2025-02-17 11:20:00,500.75,501.1000061035156,499.3500061035156,499.95001220703125,86550,500.99273702165266,501.2484801835923,501.16596810914456,1,501.26854974466744,49.397756562313056,,False,False,-0.15292731631728884,,11:20:00,False,True,True,False,Sell,False,False,False,,,
2025-02-17 11:25:00,499.0,500.79998779296875,498.0,500.54998779296875,125370,500.5499065723965,500.9272687287934,500.96906191740413,1,501.23599849772546,45.22418703502193,,False,False,-0.32100638000292747,,11:25:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 11:30:00,497.1000061035156,499.45001220703125,496.54998779296875,499.04998779296875,182152,499.7832620237563,500.3805169251823,500.61732957068693,1,501.1543892500161,41.158288174248916,,False,False,-0.600600528422035,,11:30:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 11:35:00,494.79998779296875,497.0,494.29998779296875,496.8500061035156,277305,498.675867750248,499.58329847772325,500.08848031816706,1,500.9579346296882,36.84037757310779,,False,False,-0.9962885665897829,,11:35:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 11:40:00,496.79998779296875,496.79998779296875,494.8999938964844,495.20001220703125,110205,498.25900553751933,499.1856826656155,499.7895264522399,1,500.89416268871867,42.49028040036753,,False,False,-1.1354026869024665,,11:40:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 11:45:00,497.0,497.95001220703125,495.3500061035156,496.79998779296875,129775,497.97922652918174,498.87344228481334,499.5359331383999,1,500.83046849265855,43.03904977775841,,False,False,-1.2155007796133646,,11:45:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 11:50:00,495.79998779296875,496.8999938964844,495.6000061035156,496.5,64718,497.49495125446776,498.43437735740696,499.1963017433607,1,500.79434223179595,40.53961350748621,,False,False,-1.3601313043253072,,11:50:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 11:55:00,495.95001220703125,496.0,494.3500061035156,495.79998779296875,112685,497.15163146614856,498.07946805021044,498.9011845127853,1,500.7239914857531,41.000915810195245,,False,False,-1.4459779866180043,,11:55:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:00:00,495.95001220703125,498.3500061035156,494.95001220703125,495.70001220703125,124411,496.8846049641225,497.77526007261343,498.6328961213531,1,500.66247734947353,41.00091581019524,,False,False,-1.4967584016721958,-0.9693993278292636,12:00:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:05:00,492.3500061035156,496.3999938964844,491.45001220703125,495.95001220703125,184828,495.8769163284321,497.0002237913138,498.0617243015497,-1,500.5115930795033,33.72041202707462,,False,True,-1.8066665254090708,-1.1368527673452251,12:05:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:10:00,491.8999938964844,493.5,491.70001220703125,492.04998779296875,127166,494.9931557879993,496.27161952062386,497.5015669919983,-1,500.39680792058897,32.93317198204755,,False,True,-2.064781652824763,-1.3224385444411326,12:10:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:15:00,491.0,492.45001220703125,489.25,491.95001220703125,223002,494.10578783511056,495.5185310176777,496.91051544727117,-1,500.1677678923976,31.356498310889954,,False,True,-2.3152727141625746,-1.5210053783854212,12:15:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:20:00,491.1000061035156,492.25,490.5,491.0,129873,493.43783633920054,494.8873131727974,496.3822873251116,-1,500.0447080961959,31.74751773316579,,False,True,-2.4771638255950847,-1.712237067827354,12:20:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:25:00,492.6499938964844,492.79998779296875,490.6499938964844,491.3500061035156,105029,493.2627602408192,494.56769613332415,496.0429879225091,-1,499.9559625365248,37.67347191994392,,False,True,-2.4521260539096943,-1.8602148650438222,12:25:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:30:00,494.29998779296875,494.5,491.54998779296875,492.0,205017,493.493255252408,494.529452084702,495.8845333652781,-1,499.818260251944,43.31559049304616,489.25,False,True,-2.2729416649333984,-1.9427602250217375,12:30:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:35:00,493.45001220703125,494.1000061035156,491.6499938964844,494.1000061035156,101308,493.4836456867687,494.3752463878919,495.6632132599829,-1,499.74837744826704,41.24429547513006,489.355,False,True,-2.174456886523217,-1.9890995573220336,12:35:00,False,False,True,False,Sell,False,False,False,,,
2025-02-17 12:40:00,494.54998779296875,495.20001220703125,493.1499938964844,493.1499938964844,137993,493.7206105992576,494.4002094457601,495.5620109447998,-1,499.6726305684137,44.91534016206987,489.4579,False,True,-1.9847689719501318,-1.9882334402476534,12:40:00,False,False,True,False,Buy,False,False,False,,,
2025-02-17 12:45:00,496.6000061035156,497.79998779296875,494.04998779296875,494.04998779296875,182821,494.3604762668705,494.71446611115374,495.6563741410467,-1,499.6089205434615,51.053279716855776,489.68758448828123,False,True,-1.6500004104381674,-1.9205868342857562,12:45:00,False,False,True,False,Buy,False,False,False,,,
2025-02-17 12:50:00,497.1000061035156,497.8999938964844,496.20001220703125,496.75,121836,494.96926067501386,495.055257538634,495.787613410362,-1,499.57864412427307,52.44510309645774,490.1743286865625,False,True,-1.3290278860577587,-1.8022750446401568,12:50:00,False,False,True,False,Buy,False,False,False,,,
2025-02-17 12:55:00,497.6000061035156,497.6000061035156,496.5,496.8500061035156,79171,495.5538707702365,495.41879304790285,495.95237638246687,-1,499.56063351400627,53.858098350405065,490.7923819033562,False,True,-1.022522029223353,-1.6463244415567961,12:55:00,False,False,False,False,Buy,False,False,False,,,
2025-02-17 13:00:00,496.0,498.5,495.79998779296875,497.6000061035156,153764,495.65301059907284,495.5018226124882,495.9567058022426,-1,499.5195743960927,48.85550414002339,491.3609908628065,False,True,-0.8983652547279348,-1.496732604191024,13:00:00,False,False,False,False,Buy,False,False,False,,,
2025-02-17 13:05:00,496.1499938964844,496.5,495.54998779296875,496.1000061035156,57251,495.763451331831,495.59441851020193,495.9742774471736,-1,499.5007841674213,49.33064921511264,492.0748917765258,False,True,-0.7788883227999008,-1.3531637479127996,13:05:00,False,False,False,False,Buy,False,False,False,,,
2025-02-17 13:10:00,495.6499938964844,496.29998779296875,495.45001220703125,496.0,36897,495.7382385684207,495.6023578510995,495.9447971243837,-1,499.48785031714664,47.73852330017848,492.71740259887326,False,True,-0.7162908596335456,-1.225789170256949,13:10:00,False,False,False,False,Buy,False,False,False,,,
2025-02-17 13:15:00,495.1499938964844,496.3999938964844,494.79998779296875,495.70001220703125,83063,495.6075175302126,495.5377344290116,495.87254228548375,-1,499.4563294662461,46.13499816661132,493.29566233898595,False,True,-0.698970444222482,-1.1204254250500556,13:15:00,False,False,False,False,Buy,False,False,False,,,
2025-02-17 13:20:00,497.8500061035156,498.3999938964844,495.1000061035156,495.29998779296875,118444,496.1058483242799,495.86805895394076,496.0523117234866,-1,499.4305723307754,54.93743819745519,493.81609610508735,False,True,-0.46204925387547746,-0.9887501908151399,13:20:00,True,False,False,True,Buy,False,False,False,,,
2025-02-17 13:25:00,497.95001220703125,498.70001220703125,496.70001220703125,498.20001220703125,108365,496.5156625204469,496.16548084723945,496.2248299492634,-1,499.41414671516645,55.22927228076989,494.28448649457863,False,True,-0.26318402521627604,-0.8436369576953672,13:25:00,True,False,False,True,Buy,False,False,False,,,
2025-02-17 13:30:00,500.6000061035156,500.8500061035156,497.45001220703125,498.0,112821,497.4232944277955,496.79898445527897,496.6225732360135,1,499.4163989509239,62.21270548109414,494.8143495800729,True,False,0.10701683827005581,-0.6535061985022826,13:30:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 13:35:00,501.79998779296875,502.0,499.0,500.95001220703125,166812,498.39589295338953,497.51341350352044,497.0932472866458,1,499.4390996057904,64.88384296054326,495.65934149335493,True,False,0.4915657197810219,-0.4244918148456217,13:35:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 13:40:00,503.6000061035156,504.45001220703125,501.04998779296875,501.6000061035156,232458,499.55236254230647,498.3829267320912,497.68477081545217,1,499.51252273292283,68.48286243735481,496.6738468544181,True,False,0.9308397717231855,-0.15342549753186024,13:40:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 13:45:00,502.5,504.70001220703125,501.3500061035156,503.6499938964844,170999,500.20739308846055,498.9710800560782,498.12251892313833,1,499.5619329611414,64.15558687734654,498.07355661788847,True,False,1.176642718443361,0.11258814566318401,13:45:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 13:50:00,501.6000061035156,503.95001220703125,500.54998779296875,502.5,132664,500.5168626473617,499.34664091999787,498.43865412135443,1,499.5899964063911,60.77208858149599,499.398847735717,True,False,1.2840199559723828,0.34687450772502376,13:50:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 13:55:00,500.0,501.8500061035156,499.3500061035156,501.6000061035156,111935,500.4020042812813,499.43997793142677,498.58059465577674,1,499.5976834315193,55.19860949247471,,True,False,1.2258789006965571,0.5226753863193304,13:55:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:00:00,499.8500061035156,502.3999938964844,499.8500061035156,500.20001220703125,93854,500.27933801955555,499.49855338458235,498.6959956964802,1,499.6063854727195,54.69222033316358,,True,False,1.1543913368640233,0.649018576428269,14:00:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:05:00,499.8999938964844,501.5,499.8500061035156,500.29998779296875,72350,500.1950393255397,499.5559020291398,498.8054500782988,1,499.6112866520758,54.84090853756253,,True,False,1.089214735159544,0.737057808174524,14:05:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:10:00,500.70001220703125,501.0,499.3500061035156,499.75,53352,500.3072555214267,499.7193463402672,498.9776829990927,1,499.6145670286811,57.25845380015061,,True,False,1.0895568670283637,0.8075576199452921,14:10:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:15:00,503.54998779296875,503.54998779296875,501.04998779296875,501.1000061035156,142527,501.0278626928805,500.2665808335103,499.39334707126324,1,499.6509353265224,64.5409798164936,,True,False,1.3047567963789675,0.9069974552320272,14:15:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:20:00,502.1000061035156,503.29998779296875,502.0,503.29998779296875,44912,501.26611678413275,500.52849872922536,499.63940698328616,1,499.66129923640636,59.03021075828696,,True,False,1.342823651311221,0.9941626944478661,14:20:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:25:00,502.45001220703125,503.3500061035156,501.6000061035156,502.1000061035156,55244,501.52920465588795,500.8030006546262,499.89491654908113,1,499.67394324091225,59.91982965403825,,True,False,1.3852659914808783,1.0723833538544685,14:25:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:30:00,501.20001220703125,502.3500061035156,500.6499938964844,502.3500061035156,85597,501.4560507783642,500.85971659068406,500.0135616088948,1,499.6859134253755,55.3013888056865,,True,False,1.3030169304573747,1.1185100691750498,14:30:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:35:00,501.3500061035156,502.0,500.5,501.6499938964844,66185,501.43248529506457,500.92975794966003,500.13505656295126,1,499.6944334893212,55.74221033176957,,True,False,1.2356929122187807,1.1419466377837961,14:35:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:40:00,503.1499938964844,503.3999938964844,501.3500061035156,501.3999938964844,91838,501.81415387315786,501.24693451349214,500.40914177509063,1,499.7160242623653,60.74532857034489,,True,False,1.312452973582424,1.1760479049435217,14:40:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:45:00,502.1499938964844,502.8500061035156,501.8999938964844,502.8500061035156,47717,501.88878498945263,501.37594299677676,500.5674010588537,1,499.72585006231606,56.897137833975314,,True,False,1.2778638139831742,1.1964110867514524,14:45:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:50:00,502.1000061035156,502.45001220703125,501.20001220703125,502.04998779296875,45485,501.9357230148,501.47938058345375,500.7067287901866,1,499.73376252336084,56.703761102082424,,True,False,1.2322138642713867,1.2035716422554392,14:50:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 14:55:00,505.0,507.1499938964844,502.0,502.20001220703125,353098,502.61667345595555,501.982326214389,501.09702617289696,1,499.869657761332,64.28704604246248,499.3500061035156,True,False,1.413744455364622,1.2456062048772758,14:55:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 15:00:00,506.3500061035156,507.20001220703125,504.54998779296875,504.95001220703125,203958,503.44630293319113,502.6062804842643,501.5745698029532,1,499.965249224155,67.16977856066312,499.506005859375,True,False,1.6475510241043025,1.3259951687226812,15:00:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 15:05:00,506.79998779296875,506.79998779296875,504.70001220703125,506.3500061035156,150608,504.1915662353639,503.2053815283649,502.0496078020455,1,500.03470970572556,68.09424550237541,499.81376611328125,True,False,1.8478532737102569,1.4303667897201964,15:05:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 15:10:00,507.1000061035156,507.25,506.0,506.79998779296875,212257,504.8378862060643,503.76175646767217,502.50873492036095,1,500.14070707460445,68.72655670631694,500.10921595703127,True,False,2.007660163288847,1.5458254644339264,15:10:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 15:15:00,508.75,509.95001220703125,507.04998779296875,507.8999938964844,528302,505.7072448269389,504.47436268657617,503.0761226548736,1,500.45833822489067,72.01172247994954,500.5376629996094,True,False,2.2416091179399587,1.684982195135133,15:15:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 15:20:00,506.04998779296875,508.70001220703125,505.95001220703125,508.70001220703125,423206,505.78340993050114,504.6994519874894,503.3464740310641,1,500.6467976448196,60.763313239491836,501.2906509362031,True,False,2.183971466260232,1.7847800493601527,15:20:00,False,False,False,True,Buy,False,False,False,,,
2025-02-17 15:25:00,502.8500061035156,506.0,502.25,505.79998779296875,101860,505.1315424133933,504.43524543263607,503.3013405831051,1,500.6681467648486,50.662797972746795,501.9833998378694,True,False,1.858656003634394,1.799555240215001,15:25:00,False,False,False,True,Buy,False,False,False,,,
2025-02-18 09:15:00,500.04998779296875,505.95001220703125,499.1000061035156,501.5,0,504.0023080532989,503.8087800555408,503.0057630567291,-1,,43.80173428603304,,False,False,1.3592346676459215,1.7114911257011851,09:15:00,False,False,False,True,Sell,False,False,False,,,
2025-02-18 09:20:00,499.75,500.54998779296875,498.04998779296875,500.45001220703125,455768,503.05735070812136,503.22895433332076,502.70978459702644,-1,499.4499918619792,43.12784671010394,,False,False,0.9285296412340927,1.5548988288077668,09:20:00,False,False,False,False,Sell,False,False,False,,,
2025-02-18 09:25:00,497.3999938964844,499.8999938964844,496.5,499.8999938964844,397487,501.80016030553537,502.39624569948705,502.2270763515226,-1,498.7434578645756,38.17327968069693,,False,True,0.39303627449163514,1.3225263179445406,09:25:00,False,True,True,False,Sell,False,True,False,,,
2025-02-18 09:30:00,494.3500061035156,496.79998779296875,493.79998779296875,496.6000061035156,350120,500.1445704828643,501.2467829000626,501.5109790562492,-1,497.6494539689974,32.89186543858553,,False,True,-0.27429272595077236,1.0031625091654781,09:30:00,False,True,True,False,Sell,False,True,False,,,
2025-02-18 09:35:00,496.5,497.75,493.6499938964844,494.1499938964844,310222,499.33466593111666,500.5686710571966,501.0554355056811,-1,497.30455484878775,39.27032124810392,,False,True,-0.6224935097578737,0.6780313053808078,09:35:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 09:40:00,496.0,497.3999938964844,495.04998779296875,496.20001220703125,196930,498.59362905753517,499.9160037633114,500.59585045971005,-1,497.17163225339044,38.3572486841324,,False,True,-0.9280924884129149,0.35680654662206324,09:40:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 09:45:00,495.75,497.8500061035156,495.25,495.8500061035156,183487,497.96171148919404,499.32086036855264,500.1553185997364,-1,497.0855764319239,37.88296359242836,,False,True,-1.1768883550125793,0.05006756629513473,09:45:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 09:50:00,492.75,497.70001220703125,492.1499938964844,496.0,310210,496.8035533804843,498.38216603018805,499.48210781794216,-1,496.67947703647974,32.66355387214311,,False,True,-1.5977182977329107,-0.2794896065104744,09:50:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 09:55:00,493.29998779296875,495.0,492.54998779296875,492.6000061035156,207197,496.02498324992524,497.6561405677282,498.9200969065809,-1,496.41630988053,34.44670618316942,,False,True,-1.8653470807929011,-0.5966611013669598,09:55:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:00:00,495.5,495.5,493.3999938964844,493.3999938964844,85485,495.9083203054974,497.34812048662417,498.60917900598264,-1,496.3609732262639,41.1590563127428,,False,True,-1.8782706854124172,-0.8529830181760514,10:00:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:05:00,491.8500061035156,496.45001220703125,491.8500061035156,495.54998779296875,342432,495.006472705057,496.56267557475155,497.994708742122,-1,496.0018626177005,34.79357968851435,,False,True,-2.158158826809199,-1.114018179902681,10:05:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:10:00,491.20001220703125,494.5,491.0,491.8500061035156,234492,494.16059259438464,495.7965808079344,497.3770090571137,-1,495.71437469065205,33.79133740019556,,False,True,-2.404701370052635,-1.372154817932672,10:10:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:15:00,489.3500061035156,491.8999938964844,489.04998779296875,491.0,301312,493.0915733741915,494.875641564446,496.64728151587747,-1,495.2131573514019,31.04987651501909,,False,True,-2.7180363125317513,-1.6413311168524878,10:15:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:20:00,490.3999938964844,490.8999938964844,489.0,489.3999938964844,189038,492.49344460136774,494.23626332616584,496.0793462777508,-1,494.94196403103314,34.30740958113118,,False,True,-2.848792169308126,-1.8828233273436157,10:20:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:25:00,490.0,490.20001220703125,489.0,490.20001220703125,134607,491.93934580106384,493.63108285099935,495.5266784343189,-1,494.75241064377184,33.65509305990783,,False,True,-2.9506796936324236,-2.096394600601377,10:25:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:30:00,489.54998779296875,490.79998779296875,489.54998779296875,489.6499938964844,93773,491.40837735482046,493.0480692712807,494.9833429214689,-1,494.63408035640526,32.897239114918655,,False,True,-3.0327785318418705,-2.283671386849476,10:30:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:35:00,491.1499938964844,491.5,489.0,489.70001220703125,130843,491.3509588085235,492.7769156463098,494.63485664647027,-1,494.4978788006961,38.2236988620003,,False,True,-2.934903590194608,-2.4139178275185027,10:35:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:40:00,490.45001220703125,491.5,489.79998779296875,491.0,86859,491.1507484526363,492.44450086927003,494.2544162428849,-1,494.4130929426276,36.84574301333106,,False,True,-2.8806137440149087,-2.507257010817784,10:40:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:45:00,490.3500061035156,490.5,489.70001220703125,490.0,73734,490.9728057083873,492.14528733130516,493.8994698665786,-1,494.3367273817908,36.64250159491871,,False,True,-2.813229152057545,-2.5684514390657367,10:45:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:50:00,492.3500061035156,492.3500061035156,490.04998779296875,490.3500061035156,112456,491.278850240638,492.1745328701924,493.7586095244819,-1,494.2629422697215,43.3700834797179,489.0,False,True,-2.5688312050588706,-2.5685273922643637,10:50:00,False,False,True,False,Sell,False,False,False,,,
2025-02-18 10:55:00,491.75,492.3500061035156,491.1000061035156,492.1499938964844,90378,491.3835501871629,492.11388531730785,493.5760086586199,-1,494.20961134017597,41.931574756231306,489.06700012207034,False,True,-2.3959406371203045,-2.5340100412355517,10:55:00,False,False,True,False,Buy,False,False,False,,,
2025-02-18 11:00:00,490.25,492.0,490.0,491.70001220703125,89871,491.13165014557114,491.8476159862639,493.273644235109,-1,494.13857182188286,38.49412057293769,489.1326602416992,False,True,-2.3528390168023634,-2.4977758363489144,11:00:00,False,False,True,False,Buy,False,False,False,,,
2025-02-18 11:05:00,489.29998779296875,490.3999938964844,489.1000061035156,490.20001220703125,131837,490.72461406721504,491.48366910150753,492.9124027403689,-1,494.0058564649916,36.455744435250004,,False,True,-2.36804141037004,-2.4718289511531397,11:05:00,False,False,True,False,Buy,False,False,False,,,
2025-02-18 11:10:00,488.0,489.29998779296875,487.5,489.29998779296875,235615,490.1191442745006,490.9860020870065,492.46582067306264,-1,493.7208234647801,33.81687350374277,,False,True,-2.4566686206057966,-2.4687968850436715,11:10:00,False,False,True,False,Buy,False,False,False,,,
2025-02-18 11:15:00,488.8999938964844,489.1499938964844,488.0,488.25,66168,489.84822196827474,490.68800091693197,492.1416546024646,-1,493.6515306013193,37.20575953108446,,False,True,-2.4263152850811593,-2.460300565051169,11:15:00,False,False,True,False,Buy,False,False,False,,,
2025-02-18 11:20:00,488.20001220703125,489.54998779296875,488.0,489.54998779296875,62891,489.48195313244287,490.3325739583748,491.783323475607,-1,493.58612322844476,35.67568088835779,,False,True,-2.4307228602808095,-2.454385024097097,11:20:00,False,False,True,False,Buy,False,False,False,,,
